Name,Description
Understanding SAP Readiness Check for SAP S/4HANA – S4HOP_02,"<p>The SAP Readiness Check for SAP S/4HANA is a critical tool BEFORE starting an SAP S/4HANA project.<br />
In this live session you will learn why, when and how to execute an SAP Readiness Check for SAP S/4HANA.<br />
<br />
*This session will cover an overview of the following topics:<br />
*Reminder: Simplification items<br />
*SAP Readiness Check - Introduction<br />
*Simplification item list vs Simplification item checks vs SAP Readiness check<br />
*How to Execute SAP Readiness Check<br />
*How to Read to SAP Readiness Check Results<br />
*Lessons Learned and Next Steps<br />
*This offer is exclusive for Enterprise Customers*</p>"
Understanding the Deployment Options and Transition Paths to SAP S/4HANA - S4HOP_01,"<p>This live session will help you to understand the first key elements of the SAP S/4HANA discovery phase, explore your deployment options and transition paths to SAP S/4HANA.<br />
*This session will cover an overview of the following topics:<br />
*SAP S/4HANA &ndash; Introduction<br />
*Simplification items<br />
*Deployment Options<br />
*Transition Paths<br />
*Next Steps<br />
*This offer is exclusive for Enterprise Customers*</p>"
Understanding the key takeaways of the pre-project phase of your SAP S/4HANA journey – S4HOP_04,"<p>This live session will cover the key takeaways related to the pre-project phase of your SAP S/4HANA journey. It will help you to understand the key things to know related to your pre-project SAP S/4HANA activities.<br />
This session will cover the following topics:<br />
*Key takeaways: SAP S/4HANA &ndash; The essentials<br />
*Key takeaways: SAP Readiness Check for SAP S/4HANA<br />
*Key takeaways: conversion and add-on<br />
*Key takeaways: architecture and sizing<br />
*Key takeaways: SAP finance conversion<br />
*This offer is exclusive for Enterprise Customers*</p>"
Understanding your DVM Report - Expected Sizes of Objects and Tables,"<p>This tutorial presents a discussion of the Expected Sizes of Tables and Objects chapter of the DVM Analysis report.</p>

<p>​Goals:<br />
Discussion of the Expected Sizes of Tables and Objects chapter to provide additional information regarding the tables analyzed in the DVM report</p>

<p>Tags:&nbsp; SAP Data Volume Management, SAP DVM, DVM Analysis Report, system tables, DVM Analysis, Expected Sizes of Tables</p>"
Understanding your DVM Report - Tables in Scope,"<p>This tutorial presents a discussion of the Tables in Scope chapter of the DVM Analysis report.</p>

<p>Goals:<br />
Discussion of the Tables in Scope chapter to provide additional information regarding the tables analyzed in the DVM report</p>

<p>​Tags:&nbsp; SAP Data Volume Management, SAP DVM, DVM Analysis Report, system tables, DVM Analysis</p>"
Unicode Conversion for SAP ERP Systems,Unicode conversion for SAP ERP systems: best practices Conversions to SAP S/4HANA or HANA-based systems
Unicode Migration: Strategy,"Understand the prerequisites and steps necessary to ensure a successful Unicode Migration project Evaluate and identify the best strategy by considering criteria like maximum downtime, effort/costs, risks, etc. Consider housekeeping/data archiving possibilities to reduce the data amount before beginning with the migration Goals:  Help you to plan and successfully execute a Unicode Migration project by understanding relevant prerequisitesUnderstand the possible impact on interfaces, resources required and effort expected Unicode Migration Strategy, Sun setting non-Unicode, Unicode only"
Update Personal Data,"<p>This business process describes how an employee&rsquo;s file can be updated and/or viewed within the SAP SuccessFactors Employee Central system.</p>

<p>By completing these task tutorials, you will be able to:<br />
&nbsp;<br />
- Update employee data<br />
- Approve a request to change an employee&#39;s personal information</p>

<p>Software: SAP SuccessFactors 1905</p>"
Updates from the last SAP Security Patch Day,News from the last SAP Security Patch Day Tips & tricks related to the last available security notes  Goals: Familiarize yourself with the new security patches and their implementation challenges
Upgrade Management with SAP Solution Manager 7.1,"<table style=""border: 0.5pt solid windowtext; border-image: none; width: 298pt; border-collapse: collapse;"" width=""397"">
	<tbody>
		<tr height=""160"" style=""height: 120pt;"">
			<td height=""160"" style=""border: 0.5pt solid windowtext; border-image: none; width: 298pt;"" width=""397""><font color=""#000000""><font face=""Calibri""><font size=""3""><font style=""height: 120pt; background-color: transparent;"">Upgrade Management allows SAP customers to better understand and manage the major technical risks and challenges within an upgrade or Enhancement Package installation project. For this purpose Upgrade Management provides tools and services in SAP Solution Manager to holistically and effectively manage the upgrade project end-to-end and to make the upgrade project a non-event for the business.</font></font></font></font></td>
		</tr>
	</tbody>
	<colgroup>
		<col style=""width: 298pt;"" width=""397"" />
	</colgroup>
</table>"
Use Browser to Test RS/ROSE Installation for Sybase Unwired Platform/SAP Mobile Platform,"After the tutorial, you will be able to confirm their Relay Server installation is working properly To help the users troubleshoot a RS Installation Release: Sybase Unwired Platform / SAP Mobile Platform 2.X versions"
Use Cases of Data Insight in SAP Information Steward,"In these QuickIQs, you will learn the different use cases within SAP Information Steward's Data Insight. They help to make the use of Data Insight much easier. Release: Information Steward 4.2"
Use Machine Learning functionality and get account insights to drive account based selling,"<p>With account intelligence, you can have better account based targeting that is consistent with account planning. There is 360 degree view of account both from internal and external data sources and improved customer lifetime value and satisfaction.</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand the Intelligent Enterprise concept.</p>
	</li>
	<li>
	<p>Introduction to digital technologies and where Machine Learning fits into the Intelligent Enterprise framework.</p>
	</li>
	<li>
	<p>Discover Machine Learning.</p>
	</li>
	<li>
	<p>Understand how to enable Account Intelligence in SAP Sales Cloud/ SAP Cloud for Customer.</p>
	</li>
	<li>
	<p>Better account based targeting that is consistent with account planniing.</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>IT</p>
	</li>
	<li>
	<p>Administrators</p>
	</li>
	<li>
	<p>Business Stakeholders</p>
	</li>
	<li>
	<p>Key users</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>SAP Sales Cloud/ SAP Cloud for Customer Enterprise License</p>
	</li>
	<li>
	<p>5000 records of historical data</p>
	</li>
	<li>
	<p>6 months to 1 year of historical data with change history</p>
	</li>
</ul>"
Use Machine Learning functionality to enhance Opportunity Management,"<p>Opportunity Scoring uses the Machine Learning model trained on past sales data to predict the probability of winning a deal. This helps sales representatives prioritize their deals based on the winning probabilities. Learn how you can boost the conversion of opportunities to quotes using Machine Learning functionalities.</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand the Intelligent Enterprise concept</p>
	</li>
	<li>
	<p>Introduction to Digital technologies and where Machine Learning fits into the Intelligent Enterprise framework</p>
	</li>
	<li>
	<p>Discover what is Machine Learning</p>
	</li>
	<li>
	<p>Understand how to implement Opportunity Scoring Functionality</p>
	</li>
	<li>
	<p>Improve identifying opportunities that can be converted into leads</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>IT</p>
	</li>
	<li>
	<p>Administrators</p>
	</li>
	<li>
	<p>Business Stakeholders</p>
	</li>
	<li>
	<p>Key users</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>SAP Cloud for Customer Enterprise License</p>
	</li>
	<li>
	<p>5000 records of historical data</p>
	</li>
	<li>
	<p>6 months to 1 year of historical data with change history</p>
	</li>
</ul>"
Use Machine Learning functionality to gain an understanding of probable lead conversion,"<p>Lead Scoring enables sales teams to focus on those leads that show the highest propensity to convert and become customers. Using the contacts and interaction data, lead scores are calculated by invoking Machine Learning APIs.</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand the Intelligent Enterprise concept</p>
	</li>
	<li>
	<p>Introduction to Digital technologies and where Machine Learning fits into the Intelligent Enterprise framework</p>
	</li>
	<li>
	<p>Discover what is Machine Learning</p>
	</li>
	<li>
	<p>Understand how to implement Lead Scoring Functionality</p>
	</li>
	<li>
	<p>Quickly identify open leads which have a high potential of conversion</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>IT</p>
	</li>
	<li>
	<p>Administrators</p>
	</li>
	<li>
	<p>Business Stakeholders</p>
	</li>
	<li>
	<p>Key users</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>SAP Cloud for Customer Enterprise License</p>
	</li>
	<li>
	<p>5000 records of historical data</p>
	</li>
	<li>
	<p>6 months to 1 year of historical data with change history</p>
	</li>
</ul>"
